Ano;Regiao;Alunos10CGeral;Alunos10CProfissional;Alunos11CGeral;Alunos11CProfissional;Alunos12CGeral;Alunos12CProfissional;valor_RSI;valor_GMM;;;;
2020;Amarante;0.0;0.0;0.0;0.0;0.0;0.359;0.864;0.403;;;;
2020;Amares;0.0;0.0;0.0;0.0;0.0;0.0;0.077;0.453;;;;
2020;Anadia;0.0;0.0;0.0;0.0;0.188;0.105;0.082;0.531;;;;
2020;Angra do Heroísmo;0.0;0.495;0.0;0.0;0.143;0.575;0.934;0.638;;;;
2020;Ansião;0.0;0.0;0.0;0.0;0.0;0.307;0.062;0.43;;;;
2020;Arcos de Valdevez;0.0;0.0;0.0;0.098;0.042;0.272;0.028;0.455;;;;
2020;Arganil;0.0;0.0;0.0;0.0;0.0;0.077;0.023;0.316;;;;
2020;Armamar;0.0;0.0;0.0;0.0;0.139;0.0;0.047;0.337;;;;
2020;Arouca;0.0;0.0;0.0;0.0;0.0;0.0;0.058;0.44;;;;
2020;Arraiolos;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.515;;;;
2020;Arronches;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.336;;;;
2020;Arruda dos Vinhos;0.0;0.136;0.0;0.132;0.0;0.456;0.087;0.64;;;;
2020;Aveiro;0.0;0.0;0.0;0.0;0.0;0.23;0.677;0.909;;;;
2020;Avis;0.0;0.0;0.0;0.0;0.0;0.0;0.123;0.439;;;;
2020;Azambuja;0.293;0.0;0.0;0.01;0.216;0.16;0.229;0.61;;;;
2020;Baião;0.0;0.0;0.0;0.0;0.31;0.0;0.351;0.39;;;;
2020;Barcelos;0.0;0.0;0.0;0.0;0.0;0.0;0.185;0.476;;;;
2020;Barrancos;0.0;0.0;0.0;0.0;0.0;0.0;0.028;0.304;;;;
2020;Barreiro;0.0;0.0;0.0;0.0;0.171;0.578;1.0;0.725;;;;
2020;Batalha;0.0;0.0;0.0;0.0;0.0;0.0;0.042;0.667;;;;
2020;Beja;0.045;0.035;0.0;0.0;0.185;0.899;1.0;0.671;;;;
2020;Belmonte;0.0;0.0;0.0;0.0;0.0;0.0;0.08;0.34;;;;
2020;Benavente;0.052;0.0;0.0;0.0;0.275;0.334;0.431;0.669;;;;
2020;Bombarral;0.0;0.0;0.0;0.206;0.077;0.0;0.018;0.429;;;;
2020;Borba;0.0;0.0;0.0;0.0;0.0;0.0;0.156;0.466;;;;
2020;Boticas;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.258;;;;
2020;Braga;0.0;0.0;0.0;0.0;0.094;0.206;1.0;0.758;;;;
2020;Bragança;0.0;0.0;0.0;0.0;0.042;0.0;0.288;0.548;;;;
2020;Cabeceiras de Basto;0.0;0.0;0.0;0.0;0.0;0.0;0.163;0.247;;;;
2020;Cadaval;0.0;0.958;0.0;0.0;0.0;0.725;0.066;0.504;;;;
2020;Caldas da Rainha;0.164;0.0;0.0;0.0;0.105;0.3;0.214;0.506;;;;
2020;Calheta [R.A.A.];0.0;0.0;0.0;0.0;0.167;0.0;0.027;0.396;;;;
2020;Calheta [R.A.M.];0.0;0.348;0.0;0.0;0.265;0.07;0.148;0.805;;;;
2020;Câmara de Lobos;0.328;0.0;0.0;0.0;0.0;1.0;0.421;0.501;;;;
2020;Caminha;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.354;;;;
2020;Campo Maior;0.0;0.0;0.0;0.0;0.0;0.0;0.238;0.966;;;;
2020;Cantanhede;0.0;0.0;0.0;0.0;0.0;0.0;0.158;0.642;;;;
2020;Carrazeda de Ansiães;0.0;0.387;0.0;0.0;0.181;0.0;0.067;0.3;;;;
2020;Carregal do Sal;0.077;0.0;0.0;0.0;0.0;1.0;0.034;0.469;;;;
2020;Cartaxo;0.0;0.348;0.0;0.0;0.084;0.958;0.105;0.551;;;;
2020;Cascais;0.038;0.0;0.0;0.0;0.213;0.498;1.0;0.875;;;;
2020;Castanheira de Pêra;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.384;;;;
2020;Castelo Branco;0.0;0.0;0.0;0.0;0.091;0.512;0.644;0.518;;;;
2020;Castelo de Paiva;0.0;0.0;0.0;0.0;0.045;0.199;0.131;0.306;;;;
2020;Castelo de Vide;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.336;;;;
2020;Castro Daire;0.0;0.0;0.0;0.0;0.073;0.0;0.105;0.304;;;;
2020;Castro Marim;0.0;0.0;0.0;0.0;0.0;0.0;0.106;0.318;;;;
2020;Castro Verde;0.105;0.087;0.0;0.0;0.0;0.0;0.062;1.0;;;;
2020;Celorico da Beira;0.0;0.0;0.0;0.0;0.087;0.0;0.068;0.601;;;;
2020;Celorico de Basto;0.0;0.0;0.0;0.0;0.105;0.052;0.184;0.244;;;;
2020;Chamusca;0.0;0.0;0.0;0.0;0.0;0.47;0.052;0.489;;;;
2020;Chaves;0.0;0.0;0.0;0.0;0.014;0.456;0.482;0.48;;;;
2020;Cinfães;0.0;0.0;0.0;0.0;0.0;0.0;0.271;0.397;;;;
2020;Coimbra;0.0;0.0;0.0;0.0;0.021;0.091;1.0;0.8;;;;
2020;Condeixa-a-Nova;0.0;0.296;0.0;0.0;0.0;0.0;0.072;0.502;;;;
2020;Constância;0.0;0.007;0.0;0.0;0.0;0.007;0.034;0.903;;;;
2020;Coruche;0.031;0.0;0.0;0.0;0.0;0.0;0.35;0.539;;;;
2020;Corvo;0.0;0.003;0.0;0.003;0.0;0.003;0.155;0.837;;;;
2020;Covilhã;0.0;0.035;0.0;0.0;0.0;0.286;0.561;0.519;;;;
2020;Crato;0.0;0.0;0.0;0.0;0.0;0.07;0.044;0.278;;;;
2020;Cuba;0.0;0.0;0.0;0.0;0.0;0.0;0.113;0.514;;;;
2020;Elvas;0.0;0.01;0.0;0.0;0.3;0.0;0.8;0.389;;;;
2020;Entroncamento;0.0;0.0;0.0;0.0;0.0;0.544;0.303;0.77;;;;
2020;Espinho;0.0;0.0;0.0;0.0;0.0;0.0;0.499;0.481;;;;
2020;Esposende;0.0;0.0;0.0;0.0;0.0;0.0;0.028;0.481;;;;
2020;Estarreja;0.0;0.0;0.0;0.0;0.0;0.233;0.517;0.925;;;;
2020;Estremoz;0.0;0.202;0.0;0.0;0.286;0.0;0.265;0.48;;;;
2020;Évora;0.0;0.0;0.0;0.0;0.066;0.631;0.62;0.728;;;;
2020;Fafe;0.0;0.181;0.0;0.0;0.042;0.0;0.236;0.302;;;;
2020;Faro;0.0;0.0;0.0;0.0;0.0;0.669;0.954;0.801;;;;
2020;Felgueiras;0.0;0.0;0.0;0.0;0.0;0.038;0.43;0.34;;;;
2020;Ferreira do Alentejo;0.0;0.0;0.0;0.0;0.0;0.0;0.113;0.543;;;;
2020;Ferreira do Zêzere;0.0;0.303;0.0;0.0;0.0;0.0;0.033;0.457;;;;
2020;Figueira da Foz;0.0;0.0;0.0;0.0;0.0;0.314;0.658;0.783;;;;
2020;Figueira de Castelo Rodrigo;0.0;0.017;0.0;0.0;0.188;0.0;0.169;0.288;;;;
2020;Figueiró dos Vinhos;0.0;0.0;0.0;0.0;0.0;0.0;0.039;0.346;;;;
2020;Fornos de Algodres;0.233;0.0;0.0;0.0;0.0;0.0;0.019;0.234;;;;
2020;Freixo de Espada à Cinta;0.0;0.0;0.0;0.0;0.0;0.0;0.076;0.328;;;;
2020;Fronteira;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.412;;;;
2020;Funchal;0.0;0.052;0.0;0.0;0.237;0.54;1.0;0.837;;;;
2020;Fundão;0.0;0.0;0.0;0.0;0.0;0.0;0.352;0.452;;;;
2020;Gavião;0.0;0.0;0.0;0.0;0.0;0.0;0.032;0.273;;;;
2020;Góis;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.243;;;;
2020;Golegã;0.0;0.0;0.0;0.0;0.314;0.993;0.023;0.524;;;;
2020;Gondomar;0.0;0.0;0.0;0.0;0.007;0.073;1.0;0.547;;;;
2020;Gouveia;0.0;0.0;0.0;0.0;0.0;0.376;0.185;0.362;;;;
2020;Grândola;0.038;0.0;0.0;0.0;0.3;0.0;0.106;0.545;;;;
2020;Guarda;0.0;0.0;0.0;0.0;0.0;0.0;0.573;0.699;;;;
2020;Guimarães;0.0;0.0;0.0;0.0;0.028;0.0;0.52;0.498;;;;
2020;Horta;0.059;0.0;0.0;0.0;0.052;0.0;0.175;0.709;;;;
2020;Idanha-a-Nova;0.265;0.523;0.0;0.0;0.303;0.0;0.193;0.391;;;;
2020;Ílhavo;0.136;0.0;0.0;0.0;0.129;1.0;0.441;0.747;;;;
2020;Lagoa;0.125;0.0;0.0;0.0;0.038;0.317;0.275;0.586;;;;
2020;Lagoa [R.A.A.];0.669;1.0;0.0;0.275;0.105;1.0;0.863;0.436;;;;
2020;Lagos;0.209;0.0;0.0;0.0;0.491;0.875;0.21;0.506;;;;
2020;Lajes das Flores;0.0;0.0;0.0;0.0;0.0;0.0;0.155;0.453;;;;
2020;Lajes do Pico;0.0;0.0;0.0;0.0;0.0;0.0;0.023;0.364;;;;
2020;Lamego;0.0;0.0;0.0;0.0;0.098;0.094;0.331;0.414;;;;
2020;Leiria;0.0;0.0;0.0;0.0;0.063;0.136;0.66;0.718;;;;
2020;Lisboa;0.0;0.0;0.0;0.0;0.192;0.585;1.0;1.0;;;;
2020;Loulé;0.0;0.0;0.0;0.0;0.251;0.895;0.587;0.602;;;;
2020;Loures;0.143;0.0;0.0;0.0;0.359;0.697;1.0;0.864;;;;
2020;Lourinhã;0.035;0.0;0.0;0.0;0.129;1.0;0.218;0.477;;;;
2020;Lousã;0.0;0.181;0.0;0.0;0.0;0.261;0.196;0.503;;;;
2020;Lousada;0.0;0.0;0.0;0.0;0.052;0.052;0.449;0.317;;;;
2020;Mação;0.0;0.0;0.0;0.0;0.0;0.0;0.013;0.452;;;;
2020;Macedo de Cavaleiros;0.0;0.0;0.0;0.0;0.108;0.0;0.243;0.373;;;;
2020;Machico;0.0;0.0;0.0;0.0;0.007;0.181;0.226;0.646;;;;
2020;Madalena;0.066;0.261;0.0;0.321;0.397;0.92;0.075;0.413;;;;
2020;Mafra;0.063;0.0;0.0;0.0;0.268;1.0;0.379;0.579;;;;
2020;Maia;0.0;0.0;0.0;0.0;0.0;0.84;1.0;0.926;;;;
2020;Mangualde;0.063;0.0;0.0;0.0;0.341;0.279;0.218;0.716;;;;
2020;Manteigas;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.317;;;;
2020;Marco de Canaveses;0.0;0.0;0.0;0.0;0.0;0.111;1.0;0.333;;;;
2020;Marinha Grande;0.0;0.0;0.0;0.0;0.0;0.397;0.342;0.975;;;;
2020;Marvão;0.0;0.0;0.0;0.0;0.0;0.0;0.019;0.264;;;;
2020;Matosinhos;0.014;0.0;0.0;0.0;0.063;0.303;1.0;1.0;;;;
2020;Mealhada;0.0;0.0;0.0;0.0;0.0;0.0;0.029;0.734;;;;
2020;Mêda;0.0;0.0;0.0;0.0;0.0;0.0;0.011;0.315;;;;
2020;Melgaço;0.0;0.0;0.0;0.125;0.0;0.0;0.004;0.347;;;;
2020;Mértola;0.0;0.0;0.0;0.0;0.063;0.397;0.075;0.31;;;;
2020;Mesão Frio;0.0;0.0;0.0;0.0;0.017;0.0;0.052;0.26;;;;
2020;Mira;0.0;0.0;0.0;0.0;0.167;1.0;0.052;0.426;;;;
2020;Miranda do Corvo;0.0;0.0;0.0;0.0;0.111;0.174;0.084;0.359;;;;
2020;Miranda do Douro;0.0;0.0;0.0;0.0;0.188;1.0;0.047;0.351;;;;
2020;Mirandela;0.0;0.0;0.0;0.0;0.0;0.0;0.237;0.479;;;;
2020;Mogadouro;0.0;0.0;0.0;0.0;0.575;0.0;0.094;0.358;;;;
2020;Moimenta da Beira;0.0;0.0;0.0;0.087;0.0;0.052;0.283;0.292;;;;
2020;Moita;0.0;0.0;0.0;0.0;0.23;0.369;1.0;0.491;;;;
2020;Monção;0.0;0.056;0.0;0.0;0.0;0.0;0.03;0.397;;;;
2020;Monchique;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.38;;;;
2020;Mondim de Basto;0.0;0.0;0.0;0.0;0.049;0.024;0.065;0.228;;;;
2020;Monforte;0.0;0.0;0.0;0.0;0.0;0.0;0.241;0.529;;;;
2020;Montalegre;0.0;0.0;0.0;0.0;0.415;0.174;0.043;0.358;;;;
2020;Montemor-o-Novo;0.0;0.0;0.0;0.0;0.08;0.0;0.106;0.488;;;;
2020;Montemor-o-Velho;0.0;0.0;0.0;0.0;0.105;0.139;0.127;0.494;;;;
2020;Montijo;0.024;0.111;0.0;0.0;0.387;0.676;1.0;0.608;;;;
2020;Mora;1.0;0.0;0.038;0.0;0.233;0.0;0.01;0.493;;;;
2020;Mortágua;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.587;;;;
2020;Moura;0.0;0.195;0.0;0.0;0.317;0.0;1.0;0.439;;;;
2020;Mourão;0.0;0.0;0.0;0.0;0.0;0.0;0.229;0.383;;;;
2020;Murça;0.0;0.0;0.0;0.0;0.568;0.746;0.141;0.384;;;;
2020;Murtosa;0.098;0.0;0.0;0.0;0.115;0.0;0.024;0.388;;;;
2020;Nazaré;0.049;0.0;0.028;0.0;0.484;0.533;0.071;0.524;;;;
2020;Nelas;0.0;0.0;0.0;0.0;0.066;0.753;0.11;0.67;;;;
2020;Nisa;0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.258;;;;
2020;Nordeste;0.024;0.0;0.0;0.265;0.0;0.115;0.251;0.312;;;;
2020;Óbidos;0.0;0.0;0.0;0.0;0.679;0.76;0.009;0.517;;;;
2020;Odemira;0.422;0.0;0.0;0.0;0.066;0.028;0.112;0.361;;;;
2020;Odivelas;0.216;0.0;0.0;0.0;0.383;0.491;1.0;0.483;;;;
2020;Oeiras;0.014;0.0;0.0;0.0;0.192;0.411;0.921;1.0;;;;
2020;Oleiros;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.465;;;;
2020;Olhão;0.07;0.003;0.0;0.0;0.213;0.289;0.504;0.467;;;;
2020;Oliveira de Azeméis;0.0;0.0;0.0;0.0;0.0;0.084;0.222;0.737;;;;
2020;Oliveira de Frades;0.0;0.0;0.0;0.0;0.059;0.202;0.006;0.667;;;;
2020;Oliveira do Bairro;0.0;0.0;0.0;0.0;0.192;0.0;0.238;0.62;;;;
2020;Oliveira do Hospital;0.0;0.0;0.0;0.0;0.139;0.512;0.066;0.401;;;;
2020;Ourém;0.0;0.0;0.0;0.0;0.0;0.303;0.119;0.573;;;;
2020;Ourique;0.038;0.0;0.0;0.0;0.105;0.15;0.022;0.365;;;;
2020;Ovar;0.0;0.0;0.0;0.0;0.049;0.139;0.662;0.65;;;;
2020;Paços de Ferreira;0.0;0.077;0.0;0.0;0.0;0.063;0.703;0.377;;;;
2020;Palmela;0.0;0.0;0.0;0.0;0.077;0.355;0.357;1.0;;;;
2020;Pampilhosa da Serra;0.087;0.0;0.0;0.0;0.15;0.0;0.0;0.292;;;;
2020;Paredes;0.014;0.0;0.0;0.0;0.0;0.272;1.0;0.418;;;;
2020;Paredes de Coura;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.423;;;;
2020;Pedrógão Grande;0.0;0.101;0.0;0.0;0.0;0.348;0.022;0.394;;;;
2020;Penacova;0.0;0.0;0.0;0.0;0.15;0.568;0.02;0.507;;;;
2020;Penafiel;0.0;0.0;0.0;0.0;0.0;0.098;0.963;0.533;;;;
2020;Penalva do Castelo;0.0;0.0;0.0;0.0;0.0;0.697;0.048;0.382;;;;
2020;Penamacor;0.0;0.0;0.0;0.0;0.0;0.0;0.03;0.401;;;;
2020;Penedono;0.0;0.0;0.0;0.0;0.0;0.0;0.032;0.224;;;;
2020;Penela;0.0;0.0;0.0;0.15;0.0;0.0;0.011;0.444;;;;
2020;Peniche;0.136;0.0;0.0;0.0;0.111;0.314;0.166;0.47;;;;
2020;Peso da Régua;0.0;0.0;0.0;0.0;0.0;0.059;0.452;0.485;;;;
2020;Pinhel;0.0;0.0;0.0;0.0;0.0;0.0;0.057;0.309;;;;
2020;Pombal;0.0;0.0;0.0;0.0;0.0;0.0;0.362;0.571;;;;
2020;Ponta Delgada;0.094;0.561;0.0;0.0;0.042;0.362;1.0;0.838;;;;
2020;Ponta do Sol;0.0;0.0;0.0;0.0;0.324;0.0;0.079;0.286;;;;
2020;Ponte da Barca;0.049;0.0;0.0;0.0;0.066;0.087;0.011;0.331;;;;
2020;Ponte de Lima;0.0;0.0;0.0;0.0;0.0;0.174;0.075;0.417;;;;
2020;Ponte de Sor;0.0;0.021;0.0;0.087;0.115;1.0;0.172;0.587;;;;
2020;Portalegre;0.0;0.0;0.0;0.0;0.07;0.0;0.155;0.54;;;;
2020;Portel;0.0;0.0;0.0;0.0;0.0;0.0;0.082;0.425;;;;
2020;Portimão;0.0;0.0;0.0;0.0;0.226;0.815;0.904;0.601;;;;
2020;Porto;0.0;0.0;0.0;0.0;0.0;0.164;1.0;1.0;;;;
2020;Porto de Mós;0.0;0.0;0.0;0.0;0.0;0.094;0.122;0.68;;;;
2020;Porto Moniz;0.167;0.0;0.0;0.0;0.0;0.0;0.0;0.297;;;;
2020;Porto Santo;0.0;0.425;0.0;0.0;0.15;1.0;0.004;0.788;;;;
2020;Póvoa de Lanhoso;0.0;0.0;0.0;0.0;0.181;0.0;0.061;0.3;;;;
2020;Póvoa de Varzim;0.038;0.0;0.0;0.0;0.045;1.0;0.456;0.522;;;;
2020;Povoação;0.0;0.111;0.0;0.348;0.502;0.115;0.323;0.532;;;;
2020;Proença-a-Nova;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.463;;;;
2020;Redondo;0.0;0.0;0.0;0.0;0.0;0.038;0.074;0.456;;;;
2020;Reguengos de Monsaraz;0.042;0.0;0.0;0.0;0.376;0.739;0.283;0.456;;;;
2020;Resende;0.0;0.0;0.0;0.0;0.0;0.139;0.229;0.296;;;;
2020;Ribeira Brava;0.0;0.488;0.0;0.164;0.3;0.627;0.094;0.412;;;;
2020;Ribeira de Pena;0.0;0.0;0.0;0.0;0.0;0.676;0.065;0.733;;;;
2020;Ribeira Grande;0.15;0.0;0.0;0.077;0.0;0.0;1.0;0.479;;;;
2020;Rio Maior;0.0;0.0;0.0;0.0;0.014;0.282;0.148;0.584;;;;
2020;Sabrosa;0.0;0.0;0.0;0.0;0.0;0.0;0.052;0.454;;;;
2020;Sabugal;0.0;0.202;0.0;0.0;0.098;0.0;0.161;0.36;;;;
2020;Salvaterra de Magos;0.073;0.0;0.0;0.0;0.111;0.035;0.17;0.529;;;;
2020;Santa Comba Dão;0.0;0.0;0.0;0.0;0.244;0.0;0.06;0.412;;;;
2020;Santa Cruz;0.0;0.22;0.0;0.0;0.0;0.0;0.393;0.577;;;;
2020;Santa Cruz da Graciosa;0.115;0.456;0.0;0.0;0.0;0.0;0.165;0.544;;;;
2020;Santa Cruz das Flores;0.0;0.0;0.15;0.0;0.0;0.0;0.018;0.687;;;;
2020;Santa Maria da Feira;0.0;0.0;0.0;0.0;0.0;0.422;0.992;0.668;;;;
2020;Santa Marta de Penaguião;0.0;0.0;0.0;0.0;0.0;0.0;0.122;0.284;;;;
2020;Santana;0.066;0.0;0.0;0.0;0.0;0.0;0.105;0.336;;;;
2020;Santarém;0.0;0.0;0.0;0.0;0.101;0.021;0.71;0.627;;;;
2020;Santiago do Cacém;0.293;0.028;0.0;0.0;0.115;0.0;0.131;0.587;;;;
2020;Santo Tirso;0.0;0.0;0.0;0.0;0.0;0.0;0.58;0.539;;;;
2020;São Brás de Alportel;0.0;0.0;0.0;0.0;0.0;0.296;0.068;0.473;;;;
2020;São João da Madeira;0.0;0.0;0.0;0.0;0.0;0.404;0.166;0.698;;;;
2020;São João da Pesqueira;0.0;0.0;0.0;0.07;0.087;0.348;0.063;0.448;;;;
2020;São Pedro do Sul;0.0;0.0;0.0;0.0;0.0;0.087;0.042;0.293;;;;
2020;São Roque do Pico;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.554;;;;
2020;São Vicente;0.0;0.0;0.0;0.0;0.0;0.0;0.028;0.271;;;;
2020;Sardoal;0.0;0.0;0.0;0.0;0.174;0.0;0.032;0.246;;;;
2020;Sátão;0.0;0.0;0.0;0.0;0.24;0.195;0.144;0.257;;;;
2020;Seia;0.0;0.0;0.0;0.0;0.063;0.0;0.294;0.355;;;;
2020;Seixal;0.073;0.0;0.0;0.0;0.31;0.662;1.0;1.0;;;;
2020;Sernancelhe;0.0;0.0;0.0;0.0;0.0;0.467;0.061;0.249;;;;
2020;Serpa;0.073;0.0;0.0;0.0;0.0;0.0;0.479;0.347;;;;
2020;Sertã;0.0;0.0;0.0;0.0;0.0;0.348;0.072;0.378;;;;
2020;Sesimbra;0.091;0.0;0.0;0.0;0.258;0.641;0.687;0.511;;;;
2020;Setúbal;0.0;0.0;0.0;0.0;0.411;0.244;1.0;0.866;;;;
2020;Sever do Vouga;0.0;0.0;0.0;0.0;0.0;0.0;0.023;0.664;;;;
2020;Silves;0.0;0.098;0.0;0.0;0.063;0.847;0.251;0.494;;;;
2020;Sines;0.101;0.0;0.0;0.0;0.425;0.31;0.213;1.0;;;;
2020;Sintra;0.146;0.0;0.0;0.0;0.394;0.885;1.0;0.862;;;;
2020;Sobral de Monte Agraço;0.0;0.0;0.0;0.0;0.491;0.603;0.034;0.522;;;;
2020;Soure;0.0;0.0;0.0;0.0;0.0;0.0;0.062;0.503;;;;
2020;Sousel;0.0;0.0;0.0;0.0;0.0;0.01;0.08;0.421;;;;
2020;Tábua;0.077;0.0;0.0;0.0;0.0;0.15;0.074;0.36;;;;
2020;Tabuaço;0.348;0.0;0.0;0.0;0.233;0.0;0.134;0.437;;;;
2020;Tarouca;0.0;0.0;0.0;0.0;0.0;0.0;0.066;0.259;;;;
2020;Tavira;0.22;0.0;0.0;0.0;0.265;1.0;0.137;0.428;;;;
2020;Terras de Bouro;0.0;0.0;0.0;0.0;0.348;0.0;0.003;0.401;;;;
2020;Tomar;0.0;0.0;0.0;0.0;0.188;0.303;0.388;0.544;;;;
2020;Tondela;0.0;0.0;0.0;0.0;0.066;0.146;0.075;0.719;;;;
2020;Torre de Moncorvo;0.024;0.0;0.0;0.087;0.125;0.523;0.047;0.314;;;;
2020;Torres Novas;0.0;0.0;0.0;0.0;0.136;0.69;0.185;0.69;;;;
2020;Torres Vedras;0.0;0.0;0.0;0.0;0.091;0.439;0.536;0.588;;;;
2020;Trancoso;0.0;0.118;0.0;0.0;0.0;0.0;0.037;0.44;;;;
2020;Trofa;0.0;0.0;0.0;0.0;0.0;0.0;0.297;0.696;;;;
2020;Vagos;0.0;0.0;0.0;0.0;0.073;0.533;0.139;0.548;;;;
2020;Vale de Cambra;0.0;0.0;0.0;0.0;0.0;0.0;0.028;0.753;;;;
2020;Valença;0.0;0.0;0.0;0.0;0.387;0.0;0.134;0.485;;;;
2020;Valongo;0.0;0.0;0.0;0.0;0.185;0.631;1.0;0.654;;;;
2020;Valpaços;0.0;0.0;0.0;0.0;0.0;1.0;0.21;0.272;;;;
2020;Velas;0.188;0.049;0.0;0.049;0.443;0.0;0.037;0.546;;;;
2020;Vendas Novas;0.0;0.0;0.0;0.0;0.206;0.0;0.108;0.621;;;;
2020;Viana do Alentejo;0.0;0.0;0.0;0.0;0.111;0.0;0.075;0.403;;;;
2020;Viana do Castelo;0.0;0.0;0.0;0.0;0.0;1.0;0.636;0.708;;;;
2020;Vidigueira;0.0;0.0;0.0;0.066;0.0;0.233;0.24;0.454;;;;
2020;Vieira do Minho;0.129;0.0;0.0;0.125;0.0;0.0;0.085;0.259;;;;
2020;Vila da Praia da Vitória;0.115;0.0;0.0;0.0;0.017;0.0;0.691;0.595;;;;
2020;Vila de Rei;0.275;0.0;0.0;0.0;0.0;0.0;0.0;0.282;;;;
2020;Vila do Bispo;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.417;;;;
2020;Vila do Conde;0.0;0.0;0.0;0.0;0.289;0.22;0.556;0.737;;;;
2020;Vila do Porto;0.028;0.045;0.0;0.045;0.0;0.045;0.091;1.0;;;;
2020;Vila Flor;0.167;0.0;0.0;0.0;0.233;0.0;0.057;0.432;;;;
2020;Vila Franca de Xira;0.098;0.0;0.0;0.0;0.443;0.889;1.0;0.889;;;;
2020;Vila Franca do Campo;0.0;0.523;0.0;0.195;0.286;0.348;0.421;0.295;;;;
2020;Vila Nova da Barquinha;0.0;0.0;0.0;0.0;0.01;0.0;0.094;0.323;;;;
2020;Vila Nova de Cerveira;0.0;0.0;0.0;0.115;0.0;0.0;0.001;0.673;;;;
2020;Vila Nova de Famalicão;0.0;0.0;0.0;0.0;0.0;0.0;0.806;0.682;;;;
2020;Vila Nova de Foz Côa;0.0;0.0;0.0;0.0;0.105;0.0;0.029;0.38;;;;
2020;Vila Nova de Gaia;0.003;0.0;0.0;0.0;0.118;0.0;1.0;0.783;;;;
2020;Vila Nova de Paiva;0.0;0.0;0.0;0.0;0.258;1.0;0.032;0.303;;;;
2020;Vila Nova de Poiares;0.063;0.0;0.0;0.063;0.314;0.0;0.052;0.437;;;;
2020;Vila Pouca de Aguiar;0.0;0.0;0.0;0.0;0.017;0.0;0.131;0.397;;;;
2020;Vila Real;0.0;0.0;0.0;0.0;0.035;0.0;0.655;0.651;;;;
2020;Vila Real de Santo António;0.0;0.122;0.0;0.0;0.359;0.3;0.24;0.426;;;;
2020;Vila Velha de Ródão;0.014;0.014;0.014;0.014;0.014;0.014;0.024;1.0;;;;
2020;Vila Verde;0.0;0.0;0.0;0.0;0.279;0.063;0.152;0.354;;;;
2020;Vila Viçosa;0.0;0.0;0.0;0.0;0.0;0.0;0.076;0.647;;;;
2020;Vimioso;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.312;;;;
2020;Vinhais;0.0;0.0;0.0;0.425;0.052;0.523;0.106;0.257;;;;
2020;Viseu;0.0;0.0;0.0;0.0;0.0;0.293;1.0;0.576;;;;
2020;Vizela;0.0;0.0;0.0;0.0;0.0;0.16;0.014;0.334;;;;
2020;Vouzela;0.0;0.0;0.0;0.0;0.0;0.296;0.014;0.376;;;;
2021;Abrantes;0.341;0.0;0.0;0.0;0.146;0.105;0.503;0.73;;;;
2021;Águeda;0.0;0.0;0.0;0.0;0.0;0.0;0.298;0.669;;;;
2021;Aguiar da Beira;0.0;0.0;0.0;0.0;0.0;0.397;0.027;0.318;;;;
2021;Alandroal;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.508;;;;
2021;Albergaria-a-Velha;0.0;0.0;0.0;0.0;0.091;0.0;0.21;0.77;;;;
2021;Albufeira;0.111;0.007;0.0;0.0;0.369;0.78;0.504;0.616;;;;
2021;Alcácer do Sal;0.143;0.523;0.0;0.0;0.0;0.0;0.066;0.602;;;;
2021;Alcanena;0.0;0.0;0.0;0.0;0.0;0.0;0.034;0.72;;;;
2021;Alcobaça;0.0;0.0;0.0;0.0;0.045;0.213;0.351;0.589;;;;
2021;Alcochete;0.0;0.0;0.0;0.0;0.0;0.585;0.16;1.0;;;;
2021;Alcoutim;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.365;;;;
2021;Alenquer;0.373;0.0;0.0;0.01;0.446;0.324;0.335;0.839;;;;
2021;Alfândega da Fé;0.0;0.0;0.0;0.0;0.0;0.0;0.066;0.365;;;;
2021;Alijó;0.314;0.0;0.0;0.0;0.22;0.0;0.099;0.458;;;;
2021;Aljezur;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.433;;;;
2021;Aljustrel;0.22;0.0;0.01;0.523;0.0;0.0;0.232;0.898;;;;
2021;Almada;0.132;0.0;0.0;0.0;0.352;0.638;1.0;0.808;;;;
2021;Almeida;0.0;0.0;0.0;0.0;0.0;0.286;0.037;0.429;;;;
